 Folio, Ejercicio, Mes, Fecha, Dia, Hora, Tipo_de_accidente, Resolución, Origen_de_reporte, Tipo_de_asentamiento, Nombre_de_asentamiento, Tipo_de_vialidad, Nombre_de_la_Vialidad, Georreferencia, Nota
5189,2022,Abril-Junio,2022-05-10,Martes,14:00:00,Lateral,Solucionado En La Via Publica,911.0,Colonia,Apodaca Centro,Avenida,Latmiguel Aleman  Concordia,"25.767121, -100.191545",Solucionado En La Via Publica
5194,2022,Abril-Junio,2022-05-10,Martes,22:05:00,Crucero,Solucionado En La Via Publica,911.0,Residencial,Los Robles,Avenida,Av Strauss  Mirasol Res  Los Robles,"25.779575, -100.258547",Solucionado En La Via Publica
5195,2022,Abril-Junio,2022-05-11,Miercoles,00:30:00,Alcance,Investigaciones,911.0,Colonia,Hacienda Las Palmas,Avenida,Palmas  Sendero Las Palmas,"25.770459, -100.265311",
5214,2022,Abril-Junio,2022-05-11,Miercoles,19:00:00,Crucero,Peritaje,911.0,Colonia,Apodaca Centro,Avenida,Julian Treviño  200 Av Telefonos,"25.744828, -100.17511",
5240,2022,Abril-Junio,2022-05-13,Viernes,01:30:00,Alcance,Peritaje,911.0,Colonia,Triana,Avenida,Carr Agua Fria  Av Bosques Triana Sec Bosques,"25.801806, -100.166954",
5266,2022,Abril-Junio,2022-05-14,Sabado,20:05:00,Alcance,Solucionado En La Via Publica,911.0,Colonia,Bosque Real,Avenida,Av De La Concordia  Alcanfor Col Ebanos,"25.784855, -100.240595",Solucionado En La Via Publica
5275,2022,Abril-Junio,2022-05-15,Domingo,08:30:00,Estrellamiento,Solucionado En La Via Publica,911.0,Colonia,Vicento Guerrero,Avenida,Ruben Garcia  Camino A La Cienega,"25.792192779831463, -100.20117326180716",Solucionado En La Via Publica
5281,2022,Abril-Junio,2022-05-15,Domingo,15:50:00,Crucero,Peritaje,911.0,Colonia,Apodaca Centro,Avenida,Julian Treviño  200 Av Telefonos,"25.74483, -100.175133",
5283,2022,Abril-Junio,2022-05-15,Domingo,22:00:00,Diverso De Reversa,Solucionado En La Via Publica,911.0,Colonia,Lomas De Huinala,Avenida,Telefonos  Eridiano,"25.734456, -100.17371",Solucionado En La Via Publica
5293,2022,Abril-Junio,2022-05-15,Domingo,13:02:00,Lateral Con Proyeccion,Agencia Del Ministerio Publico,911.0,Colonia,Concordia,Avenida,Blvd Carlos Salinas De Gortari  Av Concordia Parque Ind Omolap,"25.767351, -100.198609",Agencia Del Ministerio Publico
5302,2022,Abril-Junio,2022-05-16,Lunes,20:35:00,Crucero,Peritaje,911.0,Colonia,Valle De Las Flores,Avenida,Amapola  San Leopoldo  Valle De Las Palmas,"25.785671, -100.265974",
5303,2022,Abril-Junio,2022-05-16,Lunes,21:00:00,Alcance,Peritaje,911.0,Colonia,Apodaca Centro,Avenida,Telefonos  Miguel Aleman  Col Parque Kalos,"25.763842, -100.193174",
5305,2022,Abril-Junio,2022-05-16,Lunes,22:40:00,Alcance,Solucionado En La Via Publica,911.0,Colonia,Prque Ind Stiva,Avenida,Lat Miguel Aleman  Rogelio Gonzalez  Prque Ind Stiva,"25.786578, -100.144515",Solucionado En La Via Publica
5309A,2022,Abril-Junio,2022-05-16,Lunes,22:20:00,Lateral,Solucionado En La Via Publica,911.0,Colonia,Moises Saenz,Avenida,Av Adolfo Lopez Mateos  Jardines Del Olmo  Col Jardines De La Primavera,"25.808402, -100.258301",Solucionado En La Via Publica
5317,2022,Abril-Junio,2022-05-17,Martes,10:00:00,Estrellamiento,Peritaje,911.0,Colonia,Pueblo Nuevo,Avenida,Rio Orinoco  Rio Orinoco  Pueblo Nuevo,"25.755877, -100.158964",
5329,2022,Abril-Junio,2022-05-17,Martes,21:30:00,Alcance,Solucionado En La Via Publica,911.0,Colonia,Concordia,Avenida,Concordia  Jesus Dionicio Gzz  Col Ebanos,"25.783824, -100.224548",Solucionado En La Via Publica
5330,2022,Abril-Junio,2022-05-17,Martes,21:10:00,Alcance,Peritaje,911.0,Colonia,Plaza Sendero,Avenida,Miguel Aleman Telefonos Parque Ind Kalos,"25.763214, -100.193505",
5332,2022,Abril-Junio,2022-05-17,Martes,21:00:00,Diverso Derrapamiento,Peritaje,911.0,Colonia,Triana,Avenida,Monte Trentino  Monte Olimpo Col Triana,"25.802003, -100.174645",
5334,2022,Abril-Junio,2022-05-17,Martes,22:40:00,Estrellamiento,Peritaje,911.0,Colonia,Vallde De Sab Abdres,Avenida,San Andres  Av Estelaris,"25.797117, -100.247293",
5337,2022,Abril-Junio,2022-05-17,Martes,20:31:00,Lateral,Peritaje,911.0,Colonia,Huinala,Avenida,Carr Villa Juarez  Autopista Aeropuerto,"25.748464, -100.162042",
5343,2022,Abril-Junio,2022-05-18,Miercoles,09:00:00,Crucero,Peritaje,911.0,Colonia,Mezquital,Avenida,Jesus Dionicio Gzz  Acero Col Mezquital,"25.754158, -100.236176",
5348,2022,Abril-Junio,2022-05-18,Miercoles,13:50:00,Alcance,Solucionado En La Via Publica,911.0,Colonia,Apodaca Centro,Avenida,Carr Miguel Aleman  Agua Fria,"25.780397, -100.175189",Solucionado En La Via Publica
5349,2022,Abril-Junio,2022-05-18,Miercoles,16:40:00,Estrellamiento,Peritaje,911.0,Colonia,Independencia,Avenida,Av Independecia Jose Maria Morelos,"25.741922, -100.198006",
5351,2022,Abril-Junio,2022-05-18,Miercoles,20:30:00,De Frente,Agencia Del Ministerio Publico,911.0,Colonia,Vallde De Sab Abdres,Avenida,Estelaris  San Andres Col Valle De San Andres,"25.797159, -100.246896",Agencia Del Ministerio Publico
5353,2022,Abril-Junio,2022-05-18,Miercoles,09:00:00,De Frente,Agencia Del Ministerio Publico,911.0,Colonia,Agua Fria,Avenida,Ant Cam Agua Fria  Via Nueva,"25.81376, -100.152943",Agencia Del Ministerio Publico
5358,2022,Abril-Junio,2022-05-18,Miercoles,00:34:00,Estrellamiento,Agencia Del Ministerio Publico,911.0,Colonia,Moderno,Avenida,Carr Miguel Aleman  Concordia  Col Parque Ind Kalos,"25.76705, -100.191488",Agencia Del Ministerio Publico
5361,2022,Abril-Junio,2022-05-19,Jueves,08:40:00,Lateral Con Huida,Investigaciones,911.0,Colonia,Huinala,Avenida,Villa Juarez Autopista Aeropuerto,"25.71639, -100.136854",
5365,2022,Abril-Junio,2022-05-19,Jueves,13:40:00,Crucero,Peritaje,911.0,Colonia,Santa Rosa,Avenida,Av Jonas Garcia  Ignacio Guajardo Santa Rosa,"25.823046, -100.220369",
5366,2022,Abril-Junio,2022-05-19,Jueves,14:10:00,Estrellamiento,Solucionado En La Via Publica,911.0,Colonia,Hacienda Las Margaritas,Avenida,Av Orquidea  Hacienda Terreros,"25.708219, -100.150698",Solucionado En La Via Publica
5369,2022,Abril-Junio,2022-05-19,Jueves,14:30:00,Estrellamiento,Investigaciones,911.0,Colonia,Apodaca Centro,Avenida,Humberto Ramos Lozano  Paseo Virrey De Ceballos,"25.793446, -100.198187",
5370,2022,Abril-Junio,2022-05-19,Jueves,16:40:00,Lateral Con Proyeccion,Peritaje,911.0,Colonia,Moderno,Avenida,Av Carlos Salinas De Gortari  Ojo De Agua,"25.762017, -100.207012",
5372,2022,Abril-Junio,2022-05-19,Jueves,19:41:00,Choque Con Movil De Vehiculo,Peritaje,911.0,Colonia,Nuevo Amanecer,Avenida,Honduras  Jamaica  Col Nuevo Amanecer,"25.770751, -100.240653",
5388,2022,Abril-Junio,2022-05-20,Viernes,23:20:00,Estrellamiento,Peritaje,911.0,Colonia,Valle De Las Bugambilias,Avenida,Geranio  Begonia Valle De Las Flores,"25.794158, -100.263738",
5393,2022,Abril-Junio,2022-05-21,Sabado,05:40:00,Estrellamiento,Solucionado En La Via Publica,911.0,Colonia,Moises Saenz,Avenida,General Almazan  Eugenio A Benavidez,"25.817936, -100.258165",Solucionado En La Via Publica
5398,2022,Abril-Junio,2022-05-21,Sabado,13:40:00,Crucero Con Huida,Investigaciones,911.0,Colonia,Privada Santa Rosa,Avenida,Jesus Dionicio Gzz  Blvd Santa Rosa Los Balcones Col Santa Rosa,"25.805798, -100.224225",
5400,2022,Abril-Junio,2022-05-21,Sabado,13:30:00,Choque Con Movil De Vehiculo,Peritaje,911.0,Colonia,Huinala,Avenida,Carr Villa Jaurez  Padre Mier,"25.749307, -100.163275",
5419,2022,Abril-Junio,2022-05-21,Sabado,21:40:00,Caida De Persona,Solucionado En La Via Publica,911.0,Colonia,Valle De Huinala,Avenida,16 De Septiembre  Independncia,"25.741603, -100.190767",Solucionado En La Via Publica
5421,2022,Abril-Junio,2022-05-22,Domingo,23:00:00,Lateral,Solucionado En La Via Publica,911.0,Colonia,Hacienda Las Margaritas,Avenida,Acapulco  Hacienda Las Margaritas  Col Hda Las Margaritas,"25.714783, -100.155557",Solucionado En La Via Publica
5422,2022,Abril-Junio,2022-05-22,Domingo,01:20:00,Estrellamiento,Peritaje,911.0,Residencial,La Hacienda,Avenida,Av De La Amistad  Concordia,"25.762173, -100.248462",
5424,2022,Abril-Junio,2022-05-22,Domingo,04:00:00,De Frente,Peritaje,911.0,Colonia,Moderno,Avenida,Santo Domingo  Y  Chopo,"25.775088, -100.217336",
5427,2022,Abril-Junio,2022-05-22,Domingo,08:00:00,Estrellamiento Con Proyeccion,Peritaje,911.0,Colonia,Santa Alicia,Avenida,Av Estelaris  E Sexta  Col Metroplex,"25.797093, -100.248711",
5432,2022,Abril-Junio,2022-05-22,Domingo,17:00:00,De Frente,Peritaje,911.0,Colonia,Cosmopolis,Avenida,Av Andromeda  Blvd Humberto Ramos Lozano,"25.830641, -100.245118",
5437,2022,Abril-Junio,2022-05-23,Lunes,01:00:00,Lateral,Peritaje,911.0,Residencial,Nuevo Leon,Avenida,Villa Juaez  Dulces Nombres,"25.70094, -100.133222",
5447,2022,Abril-Junio,2022-05-23,Lunes,15:15:00,Estrellamiento,Peritaje,911.0,Colonia,Huinala,Avenida,Autopista Aeropuerto  Carretera Huinala  Norte,"25.751262, -100.143285",
5484,2022,Abril-Junio,2022-05-25,Miercoles,11:30:00,Estrellamiento,Peritaje,911.0,Colonia,Huinala,Avenida,Autopista Aeropuerto  Cam Dulces Nombres,"25.751281, -100.14351",
5503,2022,Abril-Junio,2022-05-26,Jueves,09:50:00,Crucero,Peritaje,911.0,Colonia,Jardines De San Patricio,Avenida,San Fidel  San Agustin,"25.720527, -100.152384",
5514,2022,Abril-Junio,2022-05-26,Jueves,14:20:00,Diverso,Peritaje,911.0,Colonia,Pedregal Del Valle,Avenida,Av Humberto Ramos Lozano  Ruben Garcia,"25.797599, -100.202135",
5529,2022,Abril-Junio,2022-05-27,Viernes,11:30:00,Alcance Con Proyeccion,Investigaciones,911.0,Colonia,Apodaca Centro,Avenida,Carr Miguel Aleman  Julian Treviño,"25.74794, -100.201352",
5554,2022,Abril-Junio,2022-05-28,Sabado,09:08:00,Estrellamiento Con Huida,Peritaje,911.0,Colonia,Mision De San Javier,Avenida,Camino A Los Frnandez  Paseo Losfaisanes Col Colibri,"25.74353, -100.149505",
5559,2022,Abril-Junio,2022-05-28,Sabado,13:30:00,Crucero,Peritaje,911.0,Colonia,Apodaca Centro,Calle,Ignacio Aldama  Padre Mier Centro,"25.778528, -100.183915",
5564,2022,Abril-Junio,2022-05-28,Sabado,16:30:00,Crucero,Investigaciones,911.0,Colonia,Cosmopolis,Avenida,Av Concordia  Maple Al Interior Al Centro Comercial Sendero,"25.78397, -100.232902",
5575,2022,Abril-Junio,2022-05-28,Sabado,12:00:00,Lateral,Solucionado En La Via Publica,911.0,Colonia,Encarnacion,Avenida,Av Ignacio Sepulveda  Miguel Aleman,"25.735385, -100.205084",Solucionado En La Via Publica
5576,2022,Abril-Junio,2022-05-28,Sabado,21:30:00,De Frente Con Proyeccion,Solucionado En La Via Publica,911.0,Residencial,Mirasol,Avenida,Dulces Nombes  Polaris,"25.703025, -100.129066",Solucionado En La Via Publica
5578,2022,Abril-Junio,2022-05-28,Sabado,22:40:00,Alcance,Solucionado En La Via Publica,911.0,Colonia,Santa Rosa,Avenida,Humberto Ramos Lozano  Faisan,"25.823674, -100.226027",Solucionado En La Via Publica
5632,2022,Abril-Junio,2022-05-31,Martes,17:30:00,Alcance,Peritaje,911.0,Colonia,Moderno,Avenida,Priv Andres Guajardo  Villa Juarez,"25.775313, -100.185356",
5634,2022,Abril-Junio,2022-05-31,Martes,19:00:00,Sin datos,Solucionado En La Via Publica,911.0,Colonia,Jardines De las Palmas,Avenida,O Primera  Canaria Col Jardines De Las Palmas,"25.800377, -100.256477",Solucionado En La Via Publica
5635,2022,Abril-Junio,2022-05-31,Martes,19:00:00,Crucero,Solucionado En La Via Publica,911.0,Colonia,Apodaca Centro,Calle,Zaragoza  Abasolo  Col Centro,"25.77797, -100.186967",Solucionado En La Via Publica
5638,2022,Abril-Junio,2022-05-31,Martes,22:15:00,Estrellamiento,Peritaje,911.0,Colonia,Paseo Rinconada,Avenida,Paseo Blanco  Priv Paseo Sevilla,"25.797952, -100.200688",
5640,2022,Abril-Junio,2022-06-01,Miercoles,06:40:00,Lateral,Solucionado en la Via Publica,911.0,Colonia,Miguel Aleman,Avenida,Ruiz Cortinez Autopista Aeropuerto,"25.778524, -100.110405",Solucionados en la Via Publica
5641,2022,Abril-Junio,2022-06-01,Miercoles,06:50:00,Alcance,Solucionado en la Via Publica,911.0,Colonia,Apodaca Centro,Calle,Aldama  Morelos,"25.777635, -100.185625",Solucionados en la Via Publica
5642,2022,Abril-Junio,2022-06-01,Miercoles,07:20:00,Alcance Con Proyeccion,Peritaje,911.0,Colonia,Parque Ind Mty,Avenida,Septima  Parque Industrial Mty,"25.767869, -100.166492",
5643,2022,Abril-Junio,2022-06-01,Miercoles,07:30:00,Alcance,Solucionado en la Via Publica,911.0,Colonia,Agua Fria,Avenida,Juarez  Cerro De La Silla,"25.80796, -100.155493",Solucionados en la Via Publica
5644,2022,Abril-Junio,2022-06-01,Miercoles,08:00:00,Crucero,Peritaje,911.0,Colonia,Pueblo Nuevo,Avenida,Rio Pilon  Rio Nilo,"25.760274, -100.164048",
5646,2022,Abril-Junio,2022-06-01,Miercoles,08:30:00,Lateral,Solucionado en la Via Publica,911.0,Residencial,Bello Amanecer,Avenida,Ruiz Cortinez Villa Juarez,"25.701598, -100.13164",Solucionados en la Via Publica
5647,2022,Abril-Junio,2022-06-01,Miercoles,08:30:00,Diverso,Investigaciones,911.0,Colonia,El Milagro,Avenida,Julian Treviño Priv. La Castaña,"25.747319, -100.197608",
5649,2022,Abril-Junio,2022-06-01,Miercoles,08:00:00,Lateral,Solucionado en la Via Publica,911.0,Colonia,Miguel Aleman,Avenida,Ignacio Sepulveda  Regio Avenida,"25.736647, -100.207281",Solucionados en la Via Publica
5650,2022,Abril-Junio,2022-06-01,Miercoles,11:30:00,Crucero,Solucionado en la Via Publica,911.0,Colonia,Pueblo Nuevo,Avenida,Rio Orinoco  Rio Mision,"25.755697, -100.15988",Solucionados en la Via Publica
5657,2022,Abril-Junio,2022-06-01,Miercoles,13:36:00,Alcance,Solucionado en la Via Publica,911.0,Colonia,Parque Ind  Stiva,Avenida,Miguel Aleman  Parque Stiva,"25.763817, -100.193137",Solucionados en la Via Publica
5659,2022,Abril-Junio,2022-06-01,Miercoles,14:00:00,Lateral,Solucionado en la Via Publica,911.0,Colonia,Ex Hacienda Santa Rosa,Avenida,Pedro Guajardo  Agustin Razo,"25.798348, -100.216944",Solucionados en la Via Publica
5663,2022,Abril-Junio,2022-06-01,Miercoles,19:20:00,Lateral,Solucionado en la Via Publica,911.0,Colonia,Parque Ind Finsa,Avenida,Miguel Aleman  Rogelio Gonzalez,"25.788814, -100.145559",Solucionados en la Via Publica
5666,2022,Abril-Junio,2022-06-01,Miercoles,21:31:00,Lateral,Peritaje,911.0,Fraccionamiento,Cosmopolis,Avenida,Humberto Ramos Lozano  Andromeda  Col Valle De Los Nogales,"25.83061, -100.245045",
5672,2022,Abril-Junio,2022-06-02,Jueves,08:00:00,Lateral,Solucionado en la Via Publica,911.0,Colonia,Apodaca Centro,Avenida,Av.Concordia  Carlos Salinas,"25.767786, -100.19827",Solucionados en la Via Publica
5676,2022,Abril-Junio,2022-06-02,Jueves,09:20:00,Diverso,Solucionado en la Via Publica,911.0,Colonia,Apodaca Centro,Avenida,Zaragoza  Aldama Centro,"25.777209, -100.186426",Solucionados en la Via Publica
5682,2022,Abril-Junio,2022-06-02,Jueves,18:20:00,Alcance,Solucionado en la Via Publica,911.0,Colonia,Apodaca Centro,Calle,Lateral Miguel Aleman  Morelos,"25.777054, -100.185506",Solucionados en la Via Publica
5686,2022,Abril-Junio,2022-06-02,Jueves,16:30:00,Alcance,Solucionado en la Via Publica,911.0,Colonia,Parque Ind Mty,Avenida,Septima  Parque Industrial Mty,"25.767901, -100.166476",Solucionados en la Via Publica
5694,2022,Abril-Junio,2022-06-02,Jueves,15:00:00,Crucero,Solucionado en la Via Publica,911.0,Colonia,Apodaca Centro,Avenida,Carlos Salinas  Miguel Aleman,"25.776446, -100.18641",Solucionados en la Via Publica
5695,2022,Abril-Junio,2022-06-02,Jueves,21:50:00,Crucero,Peritaje,911.0,Colonia,Apodaca Centro,Avenida,Benito Juarez  San Francisco,"25.776082, -100.200887",
5698,2022,Abril-Junio,2022-06-03,Viernes,07:20:00,Lateral,Solucionado en la Via Publica,911.0,Colonia,Apodaca Centro,Avenida,Miguel Aleman  Arco Vial,"25.780397, -100.175217",Solucionados en la Via Publica
5704,2022,Abril-Junio,2022-06-03,Viernes,08:45:00,Alcance,Solucionado en la Via Publica,911.0,Colonia,Hacienda Santa Ana,Avenida,Miguel Aleman  E Ignacio Sepulveda,"25.736297, -100.207508",Solucionados en la Via Publica
5705,2022,Abril-Junio,2022-06-03,Viernes,09:00:00,Lateral,Solucionado en la Via Publica,911.0,Colonia,Hacienda El Moro,Avenida,Dionicio Gonzalez Constitucion,"25.761288, -100.234185",Solucionados en la Via Publica
5708,2022,Abril-Junio,2022-06-03,Viernes,13:15:00,Lateral,Solucionado en la Via Publica,911.0,Colonia,Parque Ind Monterrey,Avenida,Av.Septima  Parque Ind.Monterrey,"25.767891, -100.166508",Solucionados en la Via Publica
5718,2022,Abril-Junio,2022-06-03,Viernes,23:02:00,Crucero Con Proyeccion,Peritaje,911.0,Colonia,Santa Cecilia,Avenida,Maple  Antonio Machado,"25.775389, -100.234032",
5741,2022,Abril-Junio,2022-06-04,Sabado,20:30:00,De Frente,Peritaje,911.0,Residencial,Los Robles,Avenida,Albert Scweitzer Kudak-Los Rubles,"25.780079, -100.261444",
5745,2022,Abril-Junio,2022-06-05,Domingo,04:17:00,Estrellamiento,Peritaje,911.0,Colonia,Pueblo Nuevo Avenida,,Rio Pilon  Col.Pueblo Nuevo,"25.759724, -100.166786",
5749,2022,Abril-Junio,2022-06-05,Domingo,09:00:00,Estrellamiento,Peritaje,911.0,Colonia,Lomas De Huinala,Avenida,Suizos  Golondrina,"25.729384, -100.178166",
5752,2022,Abril-Junio,2022-06-05,Domingo,11:30:00,Alcance,Peritaje,911.0,Colonia,Encarnacion,Avenida,Sepulveda Rafael Mtz Col La Encarnacion,"25.734644, -100.203019",
5753,2022,Abril-Junio,2022-06-05,Domingo,11:00:00,Diverso De Reversa,Peritaje,911.0,Colonia,Los Amarantos,Avenida,Ajenjo  Arayan,"25.81607, -100.255114",
5756,2022,Abril-Junio,2022-06-05,Domingo,13:30:00,Crucero,Peritaje,911.0,Colonia,Pueblo Nuevo Avenida,,Rio Nazas Rio Amozac,"25.758571, -100.15864",
5847,2022,Abril-Junio,2022-06-09,Jueves,09:00:00,Alcance,Peritaje,911.0,Colonia,Privada Sendero,Avenida,Sendero  Palmas Las Palmas,"25.770468, -100.265158",
5872,2022,Abril-Junio,2022-06-10,Viernes,11:20:00,Alcance,Peritaje,911.0,Colonia,Miguel Aleman,Avenida,Carr.Miguel Aleman  Agua Fria,"25.784347, -100.161624",
5886,2022,Abril-Junio,2022-06-11,Sabado,06:00:00,Estrellamiento,Peritaje,911.0,Colonia,Lomas De San Miguel,Avenida,Av.Acapulco  Col.Mixcoa,"25.723291, -100.189919",
5889,2022,Abril-Junio,2022-06-11,Sabado,07:00:00,Estrellamiento,Peritaje,911.0,Colonia,Huinala,Avenida,Av.Telefonos  Via Matomoros Parque Industrial,"25.762918, -100.18279",
5893,2022,Abril-Junio,2022-06-11,Sabado,13:30:00,Volcadura,Peritaje,911.0,Colonia,Apodaca Centro,Avenida,Miguel Aleman Elias Flores,"25.778944, -100.179601",
5900,2022,Abril-Junio,2022-06-12,Domingo,01:53:00,Estacionamiento,Peritaje,911.0,Fraccionamiento,Cosmopolis,Avenida,Andromeda  Humberto Ramos,"25.830518, -100.24497",
5910,2022,Abril-Junio,2022-06-12,Domingo,22:00:00,Lateral,Peritaje,911.0,Colonia,Jardines De Las Palmas,Avenida,E-Sexta San Jacinto,"25.800102, -100.248524",
5918,2022,Abril-Junio,2022-06-13,Lunes,08:10:00,Alcance,Peritaje,911.0,Colonia,Parque Ind Sabinal,Avenida,Av.Del Telefono Luis Donaldo Coloso,"25.756352, -100.18123",
5921,2022,Abril-Junio,2022-06-13,Lunes,12:30:00,Choque Con Movil De Vehiculo,Peritaje,911.0,Colonia,Milimex,Avenida,"Miguel Aleman  Ev.E"" Parque Industrial Milimex","25.754152, -100.19808",
5926,2022,Abril-Junio,2022-06-13,Lunes,18:56:00,Atropello,Agencia del Ministerio Publico,911.0,Colonia,Isidoro Sepulveda,Avenida,Isidoro Sepulveda  Carlos Salinas Multipark,"25.748424, -100.226158",Agencia del Ministerio Publico
5931,2022,Abril-Junio,2022-06-14,Martes,12:50:00,Estrellamiento,Peritaje,911.0,Colonia,Ebanos,Avenida,Chopo  Dionicio Gonzales,"25.77729, -100.226725",
5933,2022,Abril-Junio,2022-06-14,Martes,01:00:00,Estrellamiento,Solucionado en la Via Publica,911.0,Colonia,Enramada,Avenida,Calle Gaviota  Aguila Real Col-Enramado,"25.765724, -100.255339",Solucionados en la Via Publica
5938,2022,Abril-Junio,2022-06-14,Martes,09:00:00,Alcance,Peritaje,911.0,Colonia,Parque Ind Mty,Avenida,Carr Miguel Aleman  Av.Parque Mionterrey,"25.779852, -100.175176",
5962,2022,Abril-Junio,2022-06-15,Miercoles,19:16:00,Estrellamiento,Peritaje,911.0,Residencial,Cerrada Castilla,Calle,Altaria  Valencia Col.,"25.715642, -100.176911",
5968,2022,Abril-Junio,2022-06-16,Jueves,17:42:00,Choque Con Movil De Vehiculo,Investigaciones,911.0,Colonia,Santa Rosa,Avenida,Jesus Dionisio  Las Americas Frente A Soriana,"25.805967, -100.224317",
5972,2022,Abril-Junio,2022-06-16,Jueves,20:35:00,Lateral Con Huida,Peritaje,911.0,Colonia,Apodaca Centro,Avenida,Carlos Salinas  Zaragoza Centro,"25.77678, -100.186218",
5981,2022,Abril-Junio,2022-06-17,Viernes,05:00:00,Estrellamiento,Peritaje,911.0,Colonia,Gaspar Castaño,Avenida,Gaspar Castaño  Acapulco,"25.714231, -100.167275",
5982,2022,Abril-Junio,2022-06-17,Viernes,12:00:00,Atropello,Agencia del Ministerio Publico,911.0,Colonia,Parque Ind Mty,Avenida,Carretera Dulces Nombres Parque Industrial,"25.771505, -100.168224",Agencia del Ministerio Publico
6000,2022,Abril-Junio,2022-06-17,Viernes,23:50:00,Estrellamiento Con Proyeccion,Peritaje,911.0,Colonia,Moderno,Avenida,Av.Concordia  Av Medea Col  Privalia,"25.777581, -100.212877",
6002,2022,Abril-Junio,2022-06-17,Viernes,03:00:00,Estrellamiento,Peritaje,911.0,Colonia,Cosmopolis,Avenida,Lateral De Avenida Andromeda Calle Amaitea,"25.817718, -100.243392",
6003,2022,Abril-Junio,2022-06-17,Viernes,23:50:00,Crucero,Peritaje,911.0,Colonia,Cosmopolis,Avenida,Av.Andromeda  Perseo Col.Cosmopolis,"25.814523, -100.244971",
6004,2022,Abril-Junio,2022-06-18,Sabado,03:50:00,Salida De Superficie De Rodamiento,Peritaje,911.0,Colonia,Artemio Treviño,Carretera,Carr.Agua Fria Zuazua Rio Pesqueria,"25.881012, -100.120797",
6005,2022,Abril-Junio,2022-06-18,Sabado,05:20:00,Alcance Con Huida,Investigaciones,911.0,Colonia,Apodaca Centro,Avenida,Carlos Salinas  Hacienda San Francisco,"25.767772, -100.198338",
6006,2022,Abril-Junio,2022-06-18,Sabado,05:30:00,Diverso,Investigaciones,911.0,Residencial,Mirasol,Avenida,Dulces Nombres  Y Mirasol Res,"25.703412, -100.129336",
6007,2022,Abril-Junio,2022-06-18,Sabado,06:40:00,Estrellamiento,Peritaje,911.0,Colonia,Santa Rosa,Avenida,Av Concordia  Calle Mezquital,"25.783753, -100.22463",
6009,2022,Abril-Junio,2022-06-18,Sabado,06:00:00,Volcadura,Peritaje,911.0,Colonia,Pueblo Nuevo Avenida,,Rio Nilo  Rio Salado Col.Pueblo Nuevo,"25.764047, -100.164503",
6021,2022,Abril-Junio,2022-06-18,Sabado,22:00:00,De Frente Con Huida,Investigaciones,911.0,Colonia,San Javier,Avenida,Camino San Javier  San Rafael Col.San Javier,"25.738482, -100.151159",
6031,2022,Abril-Junio,2022-06-19,Domingo,10:08:00,Estrellamiento,Peritaje,911.0,Colonia,Noria Sur,Avenida,Av.Ignacio Sepulveda Av.Hector Caballero,"25.733374, -100.198808",
6044,2022,Abril-Junio,2022-06-20,Lunes,14:00:00,Alcance,Peritaje,911.0,Colonia,Lomas De La Paz,Avenida,Carr.A Villa Juarez  Av.Villa De San Carlos Col.San Carlos,"25.737317, -100.155147",
6045,2022,Abril-Junio,2022-06-20,Lunes,15:10:00,Alcance,Agencia del Ministerio Publico,911.0,Colonia,Paseo De Las Flores,Avenida,Autopista Aeropuerto Monterey Parque Milenum,"25.785424, -100.13406",Agencia del Ministerio Publico
6046,2022,Abril-Junio,2022-06-20,Lunes,15:50:00,Alcance,Investigaciones,911.0,Colonia,Valle De Los Nogales,Avenida,Gas Educto  Bosque De Sicomoro Col.Los Ebanos,"25.797075, -100.231637",
6050,2022,Abril-Junio,2022-06-20,Lunes,20:00:00,Atropello Con Huida,Agencia del Ministerio Publico,911.0,Colonia,Lomas De Huinala,Avenida,Lateral De Av.Telefonos  A Romo Gutierez,"25.73107, -100.172948",Agencia del Ministerio Publico
6072,2022,Abril-Junio,2022-06-21,Martes,18:45:00,Estrellamiento,Peritaje,911.0,Colonia,Enramada,Avenida,C.Gertrudris Bocanegra C.Bambu Col.La Enramada,"25.763463, -100.255917",
6073,2022,Abril-Junio,2022-06-21,Martes,19:00:00,Crucero,Peritaje,911.0,Colonia,Pueblo Nuevo Avenida,,Rio Prinoco  Rio Curaray,"25.754454, -100.169069",
6106,2022,Abril-Junio,2022-06-23,Jueves,15:15:00,Alcance,Investigaciones,911.0,Colonia,Apodaca Centro,Calle,"Morelos  Juarez,Centro","25.782298, -100.188531",
6108,2022,Abril-Junio,2022-06-23,Jueves,15:10:00,Alcance Con Proyeccion,Peritaje,911.0,Colonia,El Milagro,Avenida,Carr.Miguel Aleman Blvd.Julian Treviño Col.El Milagro,"25.747934, -100.20139",
6120,2022,Abril-Junio,2022-06-24,Viernes,01:10:00,Alcance,Peritaje,911.0,Colonia,Parque Ind Finsa,Avenida,Av.Lateral Miguel Aleman Tratado Libre Comercio,"25.781046, -100.139191",
6125,2022,Abril-Junio,2022-06-24,Viernes,01:10:00,Alcance,Peritaje,911.0,Colonia,Parque Ind Finsa,Avenida,Av.Lateral Miguel Aleman Tratado Libre Comercio,"25.781293, -100.14005",
6147,2022,Abril-Junio,2022-06-25,Sabado,12:00:00,Estrellamiento,Peritaje,911.0,Colonia,Parque Ind Regiomontana,Avenida,Av.Nafta Neutron (Par.Ind.Stiva,"25.776266, -100.14716",
