 Folio, Ejercicio, Mes, Fecha, Dia, Hora, Tipo_de_accidente, Resolución, Origen_de_reporte, Tipo_de_asentamiento, Nombre_de_asentamiento, Tipo_de_vialidad, Nombre_de_la_Vialidad, Georreferencia, Nota
364,2021,Enero-Marzo,2021-01-27,Miercoles,04:30:00,Alcance Con Estrellamiento,Peritaje,911.0,Colonia,Santa Rosa,Avenida,Av Aeropuerto  Parque Milimex,"25.829557, -100.231645",
369,2021,Enero-Marzo,2021-01-28,Jueves,08:15:00,Alcance,Peritaje,911.0,Colonia,Centro,Carretera,Blvd Carlos Salinas De Gortari  Ojo De Agua,"25.76216, -100.206978",
371,2021,Enero-Marzo,2021-01-28,Jueves,08:00:00,Lateral,Solucionado En La Via Publica,911.0,Colonia,Centro,Avenida,Porfirio Diaz  Matamoros,"25.779422, -100.190122",
375,2021,Enero-Marzo,2021-01-28,Jueves,12:30:00,Lateral,Solucionado En La Via Publica,911.0,Colonia,Mexico,Avenida,Ant Cam A Dulces Nombres  Av Los Fresnos,"25.707121, -100.146439",
379,2021,Enero-Marzo,2021-01-28,Jueves,15:30:00,Alcance,Solucionado En La Via Publica,911.0,Colonia,Miujeres Ilustres,Avenida,Año Internacional De La Mujer  Concepcion Barragan,"25.768751, -100.261459",
380,2021,Enero-Marzo,2021-01-28,Jueves,18:50:00,Lateral Con Huida,Solucionado En La Via Publica,911.0,Colonia,Centro,Carretera,Blvd Carlos Salinas De Gortari  Concordia,"25.771388, -100.193365",
382,2021,Enero-Marzo,2021-01-28,Jueves,19:15:00,Crucero,Solucionado En La Via Publica,911.0,Colonia,Bosques De San Miguel,Carretera,Carr Dulces Nombres  Villa Juarez,"25.702121, -100.142394",
386,2021,Enero-Marzo,2021-01-29,Viernes,09:20:00,Lateral,Solucionado En La Via Publica,911.0,Colonia,Jacarandas,Avenida,Telefonos  Pluvial Sur,"25.753239, -100.179813",
393,2021,Enero-Marzo,2021-01-29,Viernes,17:45:00,Lateral,Peritaje,911.0,Colonia,Centro,Carretera,Lat Miguel Aleman  Via Matamoros,"25.77295, -100.200784",
396,2021,Enero-Marzo,2021-01-29,Viernes,18:45:00,Lateral,Solucionado En La Via Publica,911.0,Colonia,Centro,Avenida,Parque Ind Mty  Quinta Pte,"25.770544, -100.167676",
397,2021,Enero-Marzo,2021-01-29,Viernes,20:10:00,Lateral,Solucionado En La Via Publica,911.0,Colonia,Santa Rosa,Carretera,Humberto Ramos Lozano,"25.819854, -100.220842",
398,2021,Enero-Marzo,2021-01-29,Viernes,23:50:00,Crucero,Solucionado En La Via Publica,911.0,Colonia,Bosque Real,Avenida,Av Concordia  Alamo,"25.785106, -100.243071",
402,2021,Enero-Marzo,2021-01-30,Sabado,17:30:00,Atropello,Solucionado En La Via Publica,911.0,Colonia,Santa Teresita,Avenida,Circuito La Troge  El Pedrregal,"25.79023, -100.189161",
403,2021,Enero-Marzo,2021-01-30,Sabado,17:30:00,Lateral Con Proyeccion,Peritaje,911.0,Colonia,Centro,Avenida,Av Acuplco  Hda Terreros,"25.714186, -100.150121",
407,2021,Enero-Marzo,2021-01-30,Sabado,16:40:00,Alcance,Solucionado En La Via Publica,911.0,Colonia,Centro,Avenida,Bosque De Las Aldes  Bosque De Aboriega,"25.764087, -100.237214",
410,2021,Enero-Marzo,2021-01-30,Sabado,09:20:00,Crucero,Solucionado En La Via Publica,911.0,Colonia,Magnolias,Avenida,Estacionamiento  Soriana Fresnos,"25.772749, -100.259252",
414,2021,Enero-Marzo,2021-01-31,Domingo,11:10:00,Crucero,Solucionado En La Via Publica,911.0,Colonia,Cosmopolis,Avenida,Andromeda  Dione,"25.815764, -100.245097",
419,2021,Enero-Marzo,2021-01-31,Domingo,15:30:00,Crucero,Solucionado En La Via Publica,911.0,Colonia,Centro,Calle,Uruguayos 126 Camboyanos  Robert Espinoza,"25.725042, -100.176313",
427,2021,Enero-Marzo,2021-02-01,Lunes,09:30:00,Falta De Precaucion,Solucionado En La Via Publica,911.0,Colonia,Las Margaritas 3 Sector,Calle,Tulipan  Iris Hda Las Margaritas,"25.711193, -100.154771",
429,2021,Enero-Marzo,2021-02-01,Lunes,12:00:00,Falta De Precaucion,Agencia De Ministerio Publico,911.0,Residencial,Ardennes,Calle,Del Fraile  Capellania Fracc Capellania,"25.785313, -100.200427",
431,2021,Enero-Marzo,2021-02-01,Lunes,14:20:00,Falta De Precaucion,Solucionado En La Via Publica,911.0,Colonia,Centro,Calle,Lat Miguel Aleman  Villa Juarez,"25.777198, -100.184034",
434,2021,Enero-Marzo,2021-02-01,Lunes,21:30:00,Falta De Precaucion,Solucionado En La Via Publica,911.0,Colonia,Centro,Boulevard,Blvd Jesus Dionicio Gzz  Valle De Salduero,"25.811238, -100.223037",
437,2021,Enero-Marzo,2021-02-02,Martes,10:45:00,Falta De Precaucion,Solucionado En La Via Publica,911.0,Colonia,Bosques Real,Avenida,Afganistan  Pino Blanco,"25.784235, -100.248024",
441,2021,Enero-Marzo,2021-02-02,Martes,05:00:00,Falta De Precaucion,Peritaje,911.0,Colonia,Alberta Escamilla,Avenida,Rhodesia  Av Telefonos,"25.730291, -100.172296",
445,2021,Enero-Marzo,2021-02-02,Martes,20:50:00,Falta De Precaucion,Solucionado En La Via Publica,911.0,Colonia,Centro,Avenida,Jesus Dionicio Gzz  Constitucion,"25.763325, -100.242065",
447,2021,Enero-Marzo,2021-02-02,Martes,23:00:00,Falta De Precaucion,Solucionado En La Via Publica,911.0,Colonia,Centro,Carretera,Carr Villa Juarez  Septima,"25.766543, -100.174372",
448,2021,Enero-Marzo,2021-02-02,Martes,21:30:00,Falta De Precaucion,Investigaciones,911.0,Colonia,Centro,Avenida,Av Concordia  Blvd Jesus Dionicio Gzz,"25.783876, -100.224609",
451,2021,Enero-Marzo,2021-02-03,Miercoles,04:20:00,No Guardo Distancia,Solucionado En La Via Publica,911.0,Colonia,Centro,Carretera,Blvd Carlos Salinas De Gortari  Ojo De Agua,"25.762145, -100.207093",
453,2021,Enero-Marzo,2021-02-03,Miercoles,11:25:00,Invasion De Carril,Solucionado En La Via Publica,911.0,Colonia,Valle Azul,Carretera,Miguel Aleman  Rogelio Gonzalez,"25.7889, -100.145727",
454,2021,Enero-Marzo,2021-02-03,Miercoles,11:00:00,No Guardo Distancia,Solucionado En La Via Publica,911.0,Colonia,Joyas Del Pedregal,Carretera,San Miguel Huinala  Rhodesia,"25.730609, -100.163121",
456,2021,Enero-Marzo,2021-02-03,Miercoles,14:38:00,Falta De Precaucion,Solucionado En La Via Publica,911.0,Colonia,Santa Rosa,Carretera,Humberto Ramos Lozano  Moises Saenz Col Sta Rosa,"25.827683, -100.227557",
461,2021,Enero-Marzo,2021-02-03,Miercoles,20:30:00,Falta De Precaucion,Agencia De Ministerio Publico,911.0,Colonia,Centro,Calle,Calle Lirio  Gardenia,"25.721957, -100.17273",
464,2021,Enero-Marzo,2021-02-03,Miercoles,21:10:00,Falta De Precaucion,Solucionado En La Via Publica,911.0,Colonia,Santa Rosa,Carretera,Humbero Ramos Lozano  Martinez Lara,"25.829348, -100.231698",
465,2021,Enero-Marzo,2021-02-03,Miercoles,21:30:00,Falta De Precaucion,Agencia De Ministerio Publico,911.0,Colonia,Hcienda Santa Rosa,Calle,De Las Fincas  Ex Hda Sta Rosa,"25.795603, -100.215038",
468,2021,Enero-Marzo,2021-02-04,Jueves,07:00:00,No Guardo Distancia,Peritaje,911.0,Colonia,Centro,Carretera,Miguel Aleman  Concordia,"25.767122, -100.191571",
472,2021,Enero-Marzo,2021-02-04,Jueves,09:30:00,Falta De Precaucion,Solucionado En La Via Publica,911.0,Colonia,Centro,Carretera,Miguel Aleman  Via Matamoros,"25.757873, -100.196073",
475,2021,Enero-Marzo,2021-02-04,Jueves,13:10:00,No Guardo Distancia,Agencia De Ministerio Publico,911.0,Colonia,Santa Rosa,Boulevard,Blvd Humberto Ramos Lozano  Altamira,"25.823969, -100.226147",
478,2021,Enero-Marzo,2021-02-04,Jueves,18:07:00,Falta De Precaucion,Peritaje,911.0,Colonia,Los Ebanos,Calle,Calle Corea 715 Col Los Ebanos,"25.77685, -100.241315",
480,2021,Enero-Marzo,2021-02-04,Jueves,18:10:00,Falta De Precaucion,Solucionado En La Via Publica,911.0,Colonia,Agua Fria,Carretera,Carr Agua Fria  Rincon De Galicia,"25.816519, -100.1528",
482,2021,Enero-Marzo,2021-02-04,Jueves,18:30:00,No Guardo Distancia,Solucionado En La Via Publica,911.0,Colonia,Centro,Carretera,Miguel Aleman  Independencia,"25.744316, -100.203339",
501,2021,Enero-Marzo,2021-02-05,Viernes,13:30:00,No Guardo Distancia,Solucionado En La Via Publica,911.0,Colonia,Centro,Avenida,Jesus Dionicio Gzz  Concordia,"25.78382, -100.224623",
503,2021,Enero-Marzo,2021-02-05,Viernes,15:30:00,Falta De Precaucion,Solucionado En La Via Publica,911.0,Colonia,Centro,Avenida,Av Concordia  San Francisco,"25.772714, -100.200788",
506,2021,Enero-Marzo,2021-02-05,Viernes,20:02:00,No Guardo Distancia,Solucionado En La Via Publica,911.0,Colonia,Centro,Avenida,Julian Treviño  Av Telefonos,"25.745068, -100.177098",
508,2021,Enero-Marzo,2021-02-05,Viernes,21:00:00,Falta De Precaucion,Solucionado En La Via Publica,911.0,Colonia,Centro,Carretera,Carr Villa Juarez  San Javier,"25.737861, -100.15522",
510,2021,Enero-Marzo,2021-02-06,Sabado,12:00:00,Falta De Precaucion,Peritaje,911.0,Colonia,Huinala,Carretera,Carr Villa Juarez  Mexico Col Las Americas,"25.729839, -100.147373",
512,2021,Enero-Marzo,2021-02-06,Sabado,11:00:00,Falta De Precaucion,Solucionado En La Via Publica,911.0,Colonia,Mision San Miguel,Avenida,Acapulco  Av Av Telefono,"25.716884, -100.175371",
514,2021,Enero-Marzo,2021-02-06,Sabado,16:20:00,Falta De Precaucion,Solucionado En La Via Publica,911.0,Colonia,Centro,Avenida,Mezquite  Guanabanas Col Cortillo Las Palmas,"25.786037, -100.265552",
515,2021,Enero-Marzo,2021-02-06,Sabado,18:35:00,Falta De Precaucion,Investigaciones,911.0,Colonia,Pueblo Nuevo,Avenida,Rio Misurri  Rio Balsas Col Pueblo Nuevo,"25.760923, -100.159598",
516,2021,Enero-Marzo,2021-02-06,Sabado,17:40:00,Falta De Precaucion,Peritaje,911.0,Colonia,Loms De La Paz,Carretera,Carr Villa Juarez  5 De Sep,"25.736301, -100.154092",
519,2021,Enero-Marzo,2021-02-06,Sabado,23:00:00,Falta De Precaucion,Peritaje,911.0,Colonia,Centro,Avenida,Andromeda  Hercules  Cosmopolis,"25.809124, -100.211868",
520,2021,Enero-Marzo,2021-02-06,Sabado,22:50:00,No Guardo Distancia,Solucionado En La Via Publica,911.0,Colonia,Centro,Avenida,Av La Concordia  Dionicio Gonzalez,"25.783884, -100.224612",
521,2021,Enero-Marzo,2021-02-06,Sabado,21:55:00,No Guardo Distancia,Solucionado En La Via Publica,911.0,Colonia,Centro,Avenida,Av Concordia  Ahilite Col Bosque Real 1 Sector,"25.784272, -100.239254",
523,2021,Enero-Marzo,2021-02-06,Sabado,23:00:00,Falta De Precaucion,Investigaciones,911.0,Colonia,Colonial Huinala,Calle,Desierto De Kalahard Desierto Salado,"25.739733, -100.164654",
526,2021,Enero-Marzo,2021-02-06,Sabado,21:20:00,Falta De Precaucion,Solucionado En La Via Publica,911.0,Colonia,Jacarandas,Avenida,Hector Caballero  Julian Treviño Elizondo,"25.744994, -100.180121",
527,2021,Enero-Marzo,2021-02-07,Domingo,03:30:00,Falta De Precaucion,Solucionado En La Via Publica,911.0,Colonia,Santa Rosa,Carretera,Humbero Ramos Lozano  Av E Martinez Lara,"25.829358, -100.231866",
532,2021,Enero-Marzo,2021-02-07,Domingo,15:30:00,Falta De Precaucion,Peritaje,911.0,Colonia,Los Fresnos,Calle,De Los Fresnos De Las Violetas  Col Los Fresnos,"25.769219, -100.255785",
533,2021,Enero-Marzo,2021-02-07,Domingo,17:41:00,Falta De Precaucion,Peritaje,911.0,Colonia,Centro,Avenida,Av E Sexta  Estelaris Col Valle De San Andres,"25.79709, -100.248734",
543,2021,Enero-Marzo,2021-02-08,Lunes,20:20:00,Falta De Precaucion,Solucionado En La Via Publica,911.0,Colonia,Centro,Carretera,Lat Miguel Aleman  Arco Vial,"25.780291, -100.175119",
546,2021,Enero-Marzo,2021-02-08,Martes,22:30:00,Falta De Precaucion,Solucionado En La Via Publica,911.0,Colonia,Centro,Calle,8 Poniente  Parque Ind Empresa Barro,"25.765411, -100.165318",
550,2021,Enero-Marzo,2021-02-09,Martes,08:30:00,Falta De Precaucion,Solucionado En La Via Publica,911.0,Colonia,Las Flores,Carretera,Carr Dulces Nombres  Autopista Paseo De Las Flores,"25.703756, -100.153134",
552,2021,Enero-Marzo,2021-02-09,Martes,12:55:00,Falta De Precaucion,Solucionado En La Via Publica,911.0,Colonia,Centro,Calle,Alcatraces  San Leopoldo,"25.788402, -100.266138",
553,2021,Enero-Marzo,2021-02-09,Martes,18:10:00,Falta De Precaucion,Solucionado En La Via Publica,911.0,Colonia,Centro,Boulevard,Blvd Carlos Salinas De Gortari  Escobedo,"25.776088, -100.186937",
554,2021,Enero-Marzo,2021-02-09,Martes,20:30:00,Falta De Precaucion,Peritaje,911.0,Colonia,Centro,Avenida,Av Telefonos  Luis Donaldo Colosio,"25.756474, -100.181462",
555,2021,Enero-Marzo,2021-02-09,Martes,16:45:00,No Guardo Distancia,Solucionado En La Via Publica,911.0,Colonia,Centro,Boulevard,Blvd Carlos Salinas De Gortari  Estardo Guajardo,"25.772201, -100.192343",
557,2021,Enero-Marzo,2021-02-09,Martes,21:35:00,No Guardo Distancia,Solucionado En La Via Publica,911.0,Fraccionamiento,Cosmopolis,Carretera,Humberto Ramos Lozano  Andromeda,"25.83077, -100.244943",
558,2021,Enero-Marzo,2021-02-10,Miercoles,02:00:00,Falta De Precaucion,Investigaciones,911.0,Colonia,Agua Fria,Carretera,Carr Miguel Aleman  Agua Fria,"25.801492, -100.100733",
560,2021,Enero-Marzo,2021-02-10,Miercoles,12:10:00,Falta De Precaucion,Solucionado En La Via Publica,911.0,Colonia,Centro,Avenida,Av Concordia  Jesus Diionicio Gzz,"25.783861, -100.224701",
565,2021,Enero-Marzo,2021-02-11,Jueves,05:52:00,No Guardo Distancia,Solucionado En La Via Publica,911.0,Colonia,Hacienda Santa Fe,Carretera,Lat Miguel Aleman  Isidoro Sepulveda,"25.736454, -100.207726",
571,2021,Enero-Marzo,2021-02-11,Jueves,10:30:00,No Guardo Distancia,Solucionado En La Via Publica,911.0,Colonia,Centro,Avenida,Concordia  Molinos De San Francisco,"25.774983, -100.204909",
575,2021,Enero-Marzo,2021-02-11,Jueves,13:30:00,Falta De Precaucion,Solucionado En La Via Publica,911.0,Colonia,Centro,Avenida,E Sexta  Hda Sta Isabel,"25.788717, -100.248704",
577,2021,Enero-Marzo,2021-02-11,Jueves,10:45:00,No Guardo Distancia,Solucionado En La Via Publica,911.0,Colonia,Centro,Carretera,Av Miguel Aleman  Agua Fria,"25.780338, -100.175235",
578,2021,Enero-Marzo,2021-02-11,Jueves,14:30:00,Falta De Precaucion,Solucionado En La Via Publica,911.0,Colonia,Centro,Avenida,Av Concordia  Blvd Carlos Salinas De Gortari,"25.767737, -100.198266",
584,2021,Enero-Marzo,2021-02-11,Jueves,19:10:00,Falta De Precaucion,Peritaje,911.0,Colonia,Huinala,Avenida,Av Alemania  Internacional Parque Ind Huinala,"25.759789, -100.175951",
586,2021,Enero-Marzo,2021-02-11,Jueves,07:46:00,Falta De Precaucion,Agencia De Ministerio Publico,911.0,Colonia,Centro,Avenida,Av E Sexta  N25,"25.793646, -100.248768",
587,2021,Enero-Marzo,2021-02-12,Viernes,07:05:00,No Guardo Distancia,Solucionado En La Via Publica,911.0,Colonia,Moderno,Avenida,Av Concordia  Cam Sto Domingo,"25.777881, -100.213708",
588,2021,Enero-Marzo,2021-02-12,Viernes,05:50:00,No Guardo Distancia,Solucionado En La Via Publica,911.0,Colonia,Moderno,Avenida,Concordia  Santo Domingo,"25.777881, -100.213708",
589,2021,Enero-Marzo,2021-02-12,Viernes,08:10:00,Falta De Precaucion,Solucionado En La Via Publica,911.0,Colonia,Agua Fria,Carretera,Carr Agua Fria  Lomas Del Cerrito,"25.815484, -100.154037",
590,2021,Enero-Marzo,2021-02-12,Viernes,09:30:00,Falta De Precaucion,Peritaje,911.0,Colonia,Centro,Calle,Miguel Hidalgo  ´Porfirio Diaz,"25.78021, -100.190637",
591,2021,Enero-Marzo,2021-02-12,Viernes,11:40:00,Falta De Precaucion,Peritaje,911.0,Colonia,Las Puentes,Avenida,Av Primavera  Lombardia Col Residencial,"25.799206, -100.263995",
592,2021,Enero-Marzo,2021-02-12,Viernes,15:00:00,Falta De Precaucion,Solucionado En La Via Publica,911.0,Colonia,Centro,Carretera,Miguel  Aleman  Arco Vial,"25.780388, -100.175283",
594,2021,Enero-Marzo,2021-02-12,Viernes,17:30:00,Falta De Precaucion,Peritaje,911.0,Colonia,Valle Azul,Carretera,Miguel Aleman  Parque Ind Stiva,"25.787, -100.151817",
600,2021,Enero-Marzo,2021-02-13,Sabado,01:20:00,Falta De Precaucion,Solucionado En La Via Publica,911.0,Colonia,Centro,Avenida,Concordia  San Juan,"25.774933, -100.204981",
604,2021,Enero-Marzo,2021-02-13,Sabado,11:30:00,Falta De Precaucion,Peritaje,911.0,Colonia,Villa De San Carlos,Calle,Villa Argelia  Villa Malaga  Col Villas De San Carlos,"25.73282, -100.156342",
605,2021,Enero-Marzo,2021-02-13,Sabado,11:40:00,Falta De Precaucion,Solucionado En La Via Publica,911.0,Colonia,Centro,Calle,Castaña De Encino  Castaña De Abedul,"25.745891, -100.1965",
606,2021,Enero-Marzo,2021-02-13,Sabado,08:00:00,No Guardo Distancia,Solucionado En La Via Publica,911.0,Colonia,Centro,Carretera,Villa Juarez  San Carlos,"25.74577, -100.160995",
608,2021,Enero-Marzo,2021-02-13,Sabado,13:00:00,No Guardo Distancia,Peritaje,911.0,Colonia,Centro,Avenida,Jesus Dionicio Gzz  Chopo,"25.783826, -100.224619",
609,2021,Enero-Marzo,2021-02-13,Sabado,12:35:00,Falta De Precaucion,Solucionado En La Via Publica,911.0,Colonia,Jacarandas,Avenida,Julian Treviño Elizondo  Jacacrandas,"25.745619, -100.186322",
610,2021,Enero-Marzo,2021-02-13,Sabado,08:30:00,No Guardo Distancia,Solucionado En La Via Publica,911.0,Colonia,Centro,Avenida,Av Concordia  Cam Real Col Los Ebanos,"25.783881, -100.224595",
615,2021,Enero-Marzo,2021-02-13,Sabado,13:10:00,Giro Indebido,Solucionado En La Via Publica,911.0,Colonia,Huinala,Carretera,Carr San Miguel Huinala  2 Del Nogal Col Tres Nogales,"25.718088, -100.166469",
616,2021,Enero-Marzo,2021-02-13,Sabado,15:45:00,No Guardo Distancia,Solucionado En La Via Publica,911.0,Colonia,Centro,Carretera,Blvd Carlos Salinas De Gortari  Lat Miguel Aleman,"25.776151, -100.186828",
617,2021,Enero-Marzo,2021-02-13,Sabado,19:10:00,Falta De Precaucion,Solucionado En La Via Publica,911.0,Colonia,Centro,Calle,Clavel  Orquidea Col Las Margaritas,"25.708482, -100.162665",
619,2021,Enero-Marzo,2021-02-13,Sabado,21:40:00,Falta De Precaucion,Solucionado En La Via Publica,911.0,Colonia,Centro,Avenida,Avorquidea  Villarreal Villlarreal,"25.710012, -100.164032",
626,2021,Enero-Marzo,2021-02-15,Lunes,04:10:00,No Guardo Distancia,Peritaje,911.0,Colonia,Centro,Calle,Calle Oro 440 Calle Plomo,"25.722472, -100.167207",
627,2021,Enero-Marzo,2021-02-15,Lunes,08:40:00,Falta De Precaucion,Peritaje,911.0,Colonia,Centro,Avenida,Parque Ind Mty  5 Pte,"25.770571, -100.167698",
630,2021,Enero-Marzo,2021-02-15,Lunes,07:15:00,No Guardo Distancia,Solucionado En La Via Publica,911.0,Colonia,El Milagro,Carretera,Carr Miguel Aleman  Julian Treviño,"25.748091, -100.201275",
632,2021,Enero-Marzo,2021-02-15,Lunes,14:00:00,Falta De Precaucion,Solucionado En La Via Publica,911.0,Colonia,Hacienda Los Pinos,Calle,Guatemala  Cruz Pte San Andres,"25.772079, -100.248432",
633,2021,Enero-Marzo,2021-02-15,Lunes,16:30:00,Falta De Precaucion,Solucionado En La Via Publica,911.0,Colonia,Centro,Calle,Garza Garcia  Morelos,"25.779164, -100.186601",
643,2021,Enero-Marzo,2021-02-16,Martes,17:30:00,Falta De Precaucion,Solucionado En La Via Publica,911.0,Colonia,Centro,Avenida,Concordia  Jesus Dionicio Gzz,"25.784015, -100.224547",
645,2021,Enero-Marzo,2021-02-17,Miercoles,02:00:00,No Guardo Distancia,Peritaje,911.0,Colonia,Centro,Avenida,Av Septima  Av Treboles,"25.769005, -100.150998",
650,2021,Enero-Marzo,2021-02-17,Miercoles,08:30:00,No Guardo Distancia,Solucionado En La Via Publica,911.0,Colonia,Centro,Avenida,Av Concordia  Carlos Salinas De Gortari,"25.768285, -100.198566",
654,2021,Enero-Marzo,2021-02-17,Miercoles,18:50:00,Falta De Precaucion,Solucionado En La Via Publica,911.0,Colonia,Centro,Calle,Cipres  Julian Treviño,"25.745281, -100.184743",
656,2021,Enero-Marzo,2021-02-18,Jueves,02:10:00,Falta De Precaucion,Solucionado En La Via Publica,911.0,Colonia,Centro,Avenida,Av Telfonos  Via Matamoros,"25.756433, -100.181464",
657,2021,Enero-Marzo,2021-02-18,Jueves,02:30:00,Falta De Precaucion,Peritaje,911.0,Colonia,Jardines De Los Pinos,Avenida,Av Los Pinos  Hda Vergel,"25.775725, -100.245331",
658,2021,Enero-Marzo,2021-02-18,Jueves,00:30:00,Falta De Precaucion,Solucionado En La Via Publica,911.0,Colonia,Centro,Calle,Jose Maria Morelos Y Pavon  Jeronimo Treviño,"25.783105, -100.188996",
664,2021,Enero-Marzo,2021-02-18,Jueves,08:00:00,No Guardo Distancia,Solucionado En La Via Publica,911.0,Residencial,Nuevo Amanecer,Carretera,Villa Juarez  Dulces Nombres,"25.701689, -100.131821",
668,2021,Enero-Marzo,2021-02-18,Jueves,17:30:00,Falta De Precaucion,Solucionado En La Via Publica,911.0,Colonia,Magnolias,Avenida,Av Acapulco  Crisantemo  Hda Las Margaritas,"25.773329, -100.254593",
672,2021,Enero-Marzo,2021-02-19,Viernes,13:30:00,No Guardo Distancia,Investigaciones,911.0,Colonia,Centro,Avenida,Julian Treviño  Margarito Garza,"25.745029, -100.180065",
676,2021,Enero-Marzo,2021-02-19,Viernes,16:50:00,Falta De Precaucion,Peritaje,911.0,Colonia,Centro,Avenida,Av Telefonos  Alburqueque  Col  La Fe,"25.766301, -100.18967",
678,2021,Enero-Marzo,2021-02-19,Viernes,16:00:00,Falta De Precaucion,Solucionado En La Via Publica,911.0,Colonia,Centro,Avenida,Blvd Jesus Dionicio Gzz  Morelos,"25.777628, -100.185629",
682,2021,Enero-Marzo,2021-02-19,Viernes,21:50:00,Falta De Precaucion,Peritaje,911.0,Colonia,Jardines De San Patricio,Calle,Girasol  San Valentin Jardines De San Patricio,"25.717201, -100.155183",
685,2021,Enero-Marzo,2021-02-20,Sabado,04:30:00,Falta De Precaucion,Peritaje,911.0,Colonia,Prados De La Cieneguita,Calle,Tailandia  Libia,"25.780923, -100.257234",
688,2021,Enero-Marzo,2021-02-20,Sabado,10:10:00,No Guardo Distancia,Solucionado En La Via Publica,911.0,Colonia,Prados De Santa Rosa,Avenida,Jesus Dionicio Gzz  Av Americas,"25.805954, -100.224077",
698,2021,Enero-Marzo,2021-02-20,Sabado,21:30:00,Falta De Precaucion,Solucionado En La Via Publica,911.0,Colonia,Huinala,Avenida,Av Gaspar Castaño  Av Campanario,"25.740915, -100.158848",
701,2021,Enero-Marzo,2021-02-21,Domingo,03:00:00,Falta De Precaucion,Peritaje,911.0,Colonia,Manuel Villarreal,Avenida,Libramiento Juarez,"25.785786, -100.181628",
702,2021,Enero-Marzo,2021-02-21,Domingo,04:30:00,Falta De Precaucion,Solucionado En La Via Publica,911.0,Fraccionamiento,Mision De San Javier,Calle,Paseo De Los Faisanes 403 P De Los Canarios,"25.745085, -100.148521",
